Tipo,Inep,Nome,AbreviacaoNome,Telefone,Email
NI                                                                                        ,43187382,5064 EEI RECREIO DA DIVISA                              ,5064.RECREIO DA DIVISA        ,33177469,recreiodadivisa@gmail.com                         
NI                                                                                        ,43187781,5065 IEI ARCO IRIS ENCANTADO                            ,5065 ARCO IRIS ENCANTADO      ,30292214,                                                  
NI                                                                                        ,43187137,5066 EEI MEU NENE                                       ,5066 MEU NENE                 ,33154217,cristiane-fogassafonseca@hotmail.com              
NI                                                                                        ,43187838,5067 IEI NOSSA SENHORA DA GLORIA                        ,5067 NOSSA SENHORA DA GLORIA  ,33397463,crechecomgloria@hotmail.com                       
NI                                                                                        ,43190189,5068 IEI QUEM ME QUER                                   ,5068 QUEM ME QUER             ,33187440,taciana.mazzuti@hotmail.com                       
NI                                                                                        ,43185185,5069 IEI CRECHE LAR DA CRIANCA                          ,5069 LAR DA CRIANÇA           ,32320503,ieicrechelardacrianca@gmail.com                   
NI                                                                                        ,43185053,5070 IEI CENEAMM 1 DE MAIO                              ,5070 CENEAMM 1 DE MAIO        ,33184152,ceneamm@gmail.com                                 
NI                                                                                        ,43190219,5071 EEI CRIANÇA FELIZ                                  ,5071 CRIANÇA FELIZ            ,33851641,asmovica254@gmail.com                             
NI                                                                                        ,43185282,5072 IEI AMAVTRON                                       ,5072 AMAVTRON                 ,32333150,amavtron@hotmail.com                              
NI                                                                                        ,43190405,5073 EEI MATO GROSSO                                    ,5073 MATO GROSSO              ,32662407,escolamt2017@gmail.com                            
NI                                                                                        ,43190537,5074 IEI BOA ESPERANÇA                                  ,5074 BOA ESPERANÇA            ,30628064,secretaria.cencor1@hotmail.com                    
NI                                                                                        ,43187811,5075 IEI MARIA DOLABELLA PORTELA                        ,5075 MARIA DOLABELLA PORTELA  ,31098325,imaculatinaspoa@ig.com.br                         
NI                                                                                        ,43190570,5076 EEI DOM ORIONE                                     ,5076 DOM ORIONE               ,32665774,orione@donorione.org.br                           
NI                                                                                        ,43190553,5077 EEI NOSSA SENHORA DE NAZARÉ-DOM ORIONE             ,5077 NOSSA SENHORA DE NAZARÉ  ,32412955,nazare@donorione.org.br                           
NI                                                                                        ,43190669,5078 EEI NOSSA SENHORA DE FATIMA - DOM ORIONE           ,5078 N S FATIMA DOM ORIONE    ,32422689,asdofatima@hotmail.com                            
NI                                                                                        ,43190146,5079 EEI NOSSA SENHORA DA ESPERANÇA                     ,5079 NOSSA SENHORA DA ESPERANC,32596078,asdoesperanca@hotmail.com                         
NI                                                                                        ,43190626,5080 IEI ORFANATROFIO II                                ,5080 ORFANATROFIO II          ,32596374,orfanatrofio2@oi.com.br                           
